"lemma","word","kjv_def","strongs_def","derivation"
"H6066","עֹנֶשׁ","punishment, tribute.","a fine","from H6064 (עָנַשׁ);"
"H6067","עֲנָת","Anath.","Anath, an Israelite","from H6030 (עָנָה); answer;"
"H6068","עֲנָתוֹת","Anathoth.","Anathoth, the name of two Israelites, also of a place in Pal","plural of H6067 (עֲנָת);"
"H6069","עַנְתֹתִי","of Anathoth, Anethothite, Anetothite, Antothite.","a Antothite or inhabitant of Anathoth","or עַנְּתוֹתִי; patrial from H6068 (עֲנָתוֹת);"
"H6070","עַנְתֹתִיָּה","Antothijah.","Anthothijah, an Israelite","from the same as H6068 (עֲנָתוֹת) and H3050 (יָהּ); answers of Jah;"
"H6071","עָסִיס","juice, new (sweet) wine.","must or fresh grape-juice (as just trodden out)","from H6072 (עָסַס);"
"H6072","עָסַס","tread down.","to squeeze out juice; figuratively, to trample","a primitive root;"
"H6073","עֳפֶא","branch.","a bough (as covering the tree)","from an unused root meaning to cover;"
"H6074","עֳפִי","leaves.","a twig; bough, i.e. (collectively) foliage","(Aramaic) corresponding to H6073 (עֳפֶא);"
"H6075","עָפַל","be lifted up, presume.","to swell; figuratively, be elated","a primitive root;"
"H6076","עֹפֶל","emerod, fort, strong hold, tower.","a tumor; also a mound, i.e. fortress","from H6075 (עָפַל);"
"H6077","עֹפֶל","Ophel.","Ophel, a ridge in Jerusalem","the same as H6076 (עֹפֶל);"
"H6078","עׇפְנִי","Ophni.","an Ophnite (collectively) or inhabitants of Ophen","from an unused noun (denoting a place in Palestine; from an unused root of uncertain meaning);"
"H6079","עַפְעַף","dawning, eye-lid.","an eyelash (as fluttering); figuratively, morning ray","from H5774 (עוּף);"
"H6080","עָפַר","cast (dust).","to be dust","; a primitive root; meaning either to be gray or perhaps rather to pulverize; used only as denominative from H6083 (עָפָר),"
"H6081","עֵפֶר","Epher.","Epher, the name of an Arabian and of two Israelites","probably a variation of H6082 (עֹפֶר); gazelle;"
"H6082","עֹפֶר","young roe (hart).","a fawn (from the dusty color)","from H6080 (עָפַר);"
"H6083","עָפָר","ashes, dust, earth, ground, morter, powder, rubbish.","dust (as powdered or gray); hence, clay, earth, mud","from H6080 (עָפַר);"
"H6084","עׇפְרָה","Ophrah.","Ophrah, the name of an Israelite and of two places in Palestine","feminine of H6082 (עֹפֶר); female fawn;"
"H6085","עֶפְרוֹן","Ephron, Ephrain (from the margin).","Ephron, the name of a Canaanite and of two places in Palestine","from the same as H6081 (עֵפֶר); fawn-like;"
"H6086","עֵץ","[phrase] carpenter, gallows, helve, [phrase] pine, plank, staff, stalk, stick, stock, timber, tree, wood.","a tree (from its firmness); hence, wood (plural sticks)","from H6095 (עָצָה);"
"H6087","עָצַב","displease, grieve, hurt, make, be sorry, vex, worship, wrest.","properly, to carve, i.e. fabricate or fashion; hence (in a bad sense) to worry, pain or anger","a primitive root;"
"H6088","עֲצַב","lamentable.","to afflict","(Aramaic) corresponding to H6087 (עָצַב);"
"H6089","עֶצֶב","grievous, idol, labor, sorrow.","an earthen vessel; usually (painful) toil; also a pang (whether of body or mind)","from H6087 (עָצַב);"
"H6090","עֹצֶב","idol, sorrow, [idiom] wicked.","an idol (as fashioned); also pain (bodily or mental)","a variation of H6089 (עֶצֶב);"
"H6091","עָצָב","idol, image.","an (idolatrous) image","from H6087 (עָצַב);"
"H6092","עָצֵב","labour.","a (hired) workman","from H6087 (עָצַב);"
"H6093","עִצָּבוֹן","sorrow, toil.","worrisomeness, i.e. labor or pain","from H6087 (עָצַב);"
"H6094","עַצֶּבֶת","sorrow, wound.","a idol; also, a pain or wound","from H6087 (עָצַב);"
"H6095","עָצָה","shut.","properly, to fasten (or make firm), i.e. to close (the eyes)","a primitive root;"
"H6096","עָצֶה","backbone.","the spine (as giving firmness to the body)","from H6095 (עָצָה);"
"H6097","עֵצָה","trees.","timber","feminine of H6086 (עֵץ);"
"H6098","עֵצָה","advice, advisement, counsel(l-(or)), purpose.","advice; by implication, plan; also prudence","from H3289 (יָעַץ);"
"H6099","עָצוּם","[phrase] feeble, great, mighty, must, strong.","powerful (specifically, a paw); by implication, numerous","or עָצֻם; passive participle of H6105 (עָצַם);"
"H6100","עֶצְיוֹן גֶּבֶר","Ezion-geber.","Etsjon-Geber, a place on the Red Sea","from H6096 (עָצֶה) and H1397 (גֶּבֶר); backbone-like of a man;"
"H6101","עָצַל","be slothful.","to lean idly, i.e. to be indolent or slack","a primitive root;"
"H6102","עָצֵל","slothful, sluggard.","indolent","from H6101 (עָצַל);"
"H6103","עַצְלָה","slothfulness.","(as abstractly) indolence","feminine of H6102 (עָצֵל);"
"H6104","עַצְלוּת","idleness.","indolence","from H6101 (עָצַל);"
"H6105","עָצַם","break the bones, close, be great, be increased, be (wax) mighty(-ier), be more, shut, be(-come, make) strong(-er).","to bind fast, i.e. close (the eyes); intransitively, to be (causatively, make) powerful or numerous; to crunch the bones","a primitive root; also denominatively (from H6106 (עֶצֶם))"
"H6106","עֶצֶם","body, bone, [idiom] life, (self-) same, strength, [idiom] very.","a bone (as strong); by extension, the body; figuratively, the substance, i.e. (as pron.) selfsame","from H6105 (עָצַם);"
"H6107","עֶצֶם","Azem, Ezem.","Etsem, a place in Palestine","the same as H6106 (עֶצֶם); bone;"
"H6108","עֹצֶם","might, strong, substance.","power; hence, body","from H6105 (עָצַם);"
"H6109","עׇצְמָה","abundance, strength.","powerfulness; by extension, numerousness","feminine of H6108 (עֹצֶם);"
"H6110","עַצֻּמָה","strong.","a bulwark, i.e. (figuratively) argument","feminine of H6099 (עָצוּם);"
"H6111","עַצְמוֹן","Azmon.","Atsmon, a place near Palestine","or עַצְמֹן; from H6107 (עֶצֶם); bone-like;"
"H6112","עֵצֶן","Eznite (from the margin).","a spear","from an unused root meaning to be sharp or strong;"
"H6113","עָצָר","[idiom] be able, close up, detain, fast, keep (self close, still), prevail, recover, refrain, [idiom] reign, restrain, retain, shut (up), slack, stay, stop, withhold (self).","to inclose; by analogy, to hold back; also to maintain, rule, assemble","a primitive root;"
"H6114","עֶצֶר","[phrase] magistrate.","restraint","from H6113 (עָצָר);"
"H6115","עֹצֶר","[idiom] barren, oppression, [idiom] prison.","closure; also constraint","from H6113 (עָצָר);"
"H6116","עֲצָרָה","(solemn) assembly (meeting).","an assembly, especially on afestival or holiday","or עֲצֶרֶת; from H6113 (עָצָר);"
"H6117","עָקַב","take by the heel, stay, supplant, [idiom] utterly.","to seize by the heel; figuratively, to circumvent (as if tripping up the heels); also to restrain (as if holding by the heel)","a primitive root; properly, to swell out or up; used only as denominative from H6119 (עָקֵב),"
"H6118","עֵקֶב","[idiom] because, by, end, for, if, reward.","a heel, i.e. (figuratively) the last of anything (used adverbially, for ever); also result, i.e. compensation; and so (adverb with preposition or relatively) on account of","from H6117 (עָקַב) in the sense of H6119 (עָקֵב);"
"H6119","עָקֵב","heel, (horse-) hoof, last, lier in wait (by mistake for H6120 (עָקֵב)), (foot-) step.","a heel (as protuberant); hence, a track; figuratively, the rear (of an army)","or (feminine) עִקְּבָה; from H6117 (עָקַב);"
"H6120","עָקֵב","heel (by mistake for H6119 (עָקֵב)).","a lier in wait","from H6117 (עָקַב) in its denominative sense;"
"H6121","עָקֹב","crooked, deceitful, polluted.","(transitive) fraudulent or (intransitive) tracked","from H6117 (עָקַב); in the original sense, a knoll (as swelling up); in the denominative sense"
"H6122","עׇקְבָה","subtilty.","trickery","feminine of an unused form from H6117 (עָקַב) meaning a trick;"
"H6123","עָקַד","bind.","to tie with thongs","a primitive root;"
"H6124","עָקֹד","ring straked.","striped (with bands)","from H6123 (עָקַד);"
"H6125","עָקָה","oppression.","constraint","from H5781 (עוּק);"
"H6126","עַקּוּב","Akkub.","Akkub, the name of five Israelites","from H6117 (עָקַב); insidious;"
"H6127","עָקַל","wrong.","to wrest","a primitive root;"
"H6128","עֲקַלְקַל","by(-way), crooked way.","winding","from H6127 (עָקַל);"
"H6129","עֲקַלָּתוֹן","crooked.","tortuous","from H6127 (עָקַל);"
"H6130","עָקָן","Akan. Compare H3292 (יַעֲקָן).","Akan, an Idummaean","from an unused root meaning to twist; tortuous;"
"H6131","עָקַר","dig down, hough, pluck up, root up.","to pluck up (especially by the roots); specifically, to hamstring; figuratively, to exterminate","a primitive root;"
"H6132","עֲקַר","pluck up by the roots.","{to pluck up (especially by the roots); specifically, to hamstring; figuratively, to exterminate}","(Aramaic) corresponding to H6131 (עָקַר)"
"H6133","עֵקֶר","stock.","figuratively, a transplanted person, i.e. naturalized citizen","from H6131 (עָקַר);"
"H6134","עֵקֶר","Eker.","Eker, an Israelite","the same as H6133 (עֵקֶר);"
"H6135","עָקָר","([idiom] male or female) barren (woman).","sterile (as if extirpated in the generative organs)","from H6131 (עָקַר);"
"H6136","עִקַּר","stump.","a stock","(Aramaic) from H6132 (עֲקַר);"
"H6137","עַקְרָב","scorpion.","a scorpion; figuratively, a scourge or knotted whip","of uncertain derivation;"
"H6138","עֶקְרוֹן","Ekron.","Ekron, a place in Palestine","from H6131 (עָקַר); eradication;"
"H6139","עֶקְרוֹנִי","Ekronite.","an Ekronite or inhabitant of Ekron","or עֶקְרֹנִי; patrial from H6138 (עֶקְרוֹן);"
"H6140","עָקַשׁ","make crooked, (prove, that is) perverse(-rt).","to knot or distort; figuratively, to pervert (act or declare perverse)","a primitive root;"
"H6141","עִקֵּשׁ","crooked, froward, perverse.","distorted; hence, false","from H6140 (עָקַשׁ);"
"H6142","עִקֵּשׁ","Ikkesh.","Ikkesh, an Israelite","the same as H6141 (עִקֵּשׁ); perverse;"
"H6143","עִקְּשׁוּת","[idiom] froward.","perversity","from H6141 (עִקֵּשׁ);"
"H6144","עָר","Ar.","Ar, a place in Moab","the same as H5892 (עִיר); a city;"
"H6145","עָר","enemy.","a foe (as watchful for mischief)","from H5782 (עוּר);"
"H6146","עָר","enemy.","{a foe (as watchful for mischief)}","(Aramaic) corresponding to H6145 (עָר)"
"H6147","עֵר","Er.","Er, the name of two Israelites","from H5782 (עוּר); watchful;"
"H6148","עָרַב","engage, (inter-) meddle (with), mingle (self), mortgage, occupy, give pledges, be(-come, put in) surety, undertake.","to braid, i.e. intermix; technically, to traffic (as if by barter); also or give to be security (as a kind of exchange)","a primitive root;"
"H6149","עָרֵב","be pleasant(-ing), take pleasure in, be sweet.","to be agreeable","a primitive root (rather identical with H6148 (עָרַב) through the idea of close association);"
"H6150","עָרַב","be darkened, (toward) evening.","to grow dusky at sundown","a primitive root (rather identical with H6148 (עָרַב) through the idea of covering with a texture);"
"H6151","עֲרַב","mingle (self), mix.","to commingle","(Aramaic) corresponding to H6148 (עָרַב);"
"H6152","עֲרָב","Arabia.","Arab (i.e. Arabia), a country East of Palestine","or עֲרַב; from H6150 (עָרַב) in the figurative sense of sterility;"
"H6153","עֶרֶב","[phrase] day, even(-ing, tide), night.","dusk","from H6150 (עָרַב);"
"H6154","עֵרֶב","Arabia, mingled people, mixed (multitude), woof.","the web (or transverse threads of cloth); also a mixture, (or mongrel race)","or עֶרֶב; (1 Kings 10:15), (with the article [prefix), from H6148 (עָרַב);"
"H6155","עָרָב","willow.","a willow (from the use of osiers as wattles)","from H6148 (עָרַב);"
"H6156","עָרֵב","sweet.","pleasant","from H6149 (עָרֵב);"
"H6157","עָרֹב","divers sorts of flies, swarm.","a mosquito (from its swarming)","from H6148 (עָרַב);"
"H6158","עֹרֵב","raven.","a raven (from its dusky hue)","or עוֹרֵב; from H6150 (עָרַב);"
"H6159","עֹרֵב","Oreb.","Oreb, the name of a Midianite and of the cliff near the Jordan","or עוֹרֵב; the same as H6158 (עֹרֵב);"
"H6160","עֲרָבָה","Arabah, champaign, desert, evening, heaven, plain, wilderness. See also H1026 (בֵּית הָעֲרָבָה).","a desert; especially (with the article prefix) the (generally) sterile valley of the Jordan and its continuation to the Red Sea","from H6150 (עָרַב) (in the sense of sterility);"
"H6161","עֲרֻבָּה","pledge, surety.","something given as security, i.e. (literally) a token (of safety) or (metaphorically) a bondsman","feminine passive participle of H6048 (עֲנַמֶּלֶךְ) in the sense of a bargain or exchange;"
"H6162","עֲרָבוֹן","pledge.","a pawn (given as security)","from H6148 (עָרַב) (in the sense of exchange);"
"H6163","עֲרָבִי","Arabian.","an Arabian or inhabitant of Arab (i.e. Arabia)","or עַרְבִי; patrial from H6152 (עֲרָב);"
"H6164","עַרְבָתִי","Arbahite.","an Arbathite or inhabitant of (Beth-) Arabah","patrial from H1026 (בֵּית הָעֲרָבָה);"
"H6165","עָרַג","cry, pant.","to long for","a primitive root;"
